2025-05-13 12:43:48,Sad,N/A
2025-05-13 12:43:52,Fear,N/A
2025-05-13 12:43:57,Fear,N/A
2025-05-13 12:44:01,Fear,N/A
2025-05-13 12:44:05,Happy,N/A
2025-05-13 12:44:09,Fear,N/A
2025-05-13 12:44:13,Fear,N/A
2025-05-13 12:44:17,Fear,N/A
2025-05-13 12:44:21,Fear,N/A
2025-05-13 12:44:25,Happy,N/A
2025-05-13 12:44:29,Happy,N/A
2025-05-13 12:44:34,Happy,N/A
2025-05-13 12:44:38,Happy,N/A
2025-05-13 12:44:42,Happy,N/A
2025-05-13 12:44:46,Happy,N/A
2025-05-13 12:44:50,Happy,N/A
2025-05-13 12:44:54,Angry,N/A
2025-05-13 12:44:58,Angry,N/A
2025-05-13 12:45:02,Angry,N/A
2025-05-13 12:45:07,Happy,N/A
2025-05-13 12:45:11,Angry,N/A
2025-05-13 12:45:15,Fear,N/A
2025-05-13 12:45:19,Happy,N/A
2025-05-13 12:45:23,Happy,N/A
2025-05-13 12:45:27,Happy,N/A
2025-05-13 12:45:31,Fear,N/A
2025-05-13 12:45:35,Happy,N/A
2025-05-13 12:45:40,Happy,N/A
2025-05-13 12:45:44,Fear,N/A
2025-05-13 12:45:48,Fear,N/A
2025-05-13 12:45:52,Fear,N/A
2025-05-13 12:45:56,Fear,N/A
2025-05-13 12:46:00,Fear,N/A
