2025-05-13 11:12:23,Happy,N/A
2025-05-13 11:12:28,Fear,N/A
2025-05-13 11:12:32,Happy,N/A
2025-05-13 11:12:36,Happy,N/A
2025-05-13 11:12:40,Angry,N/A
2025-05-13 11:12:44,Angry,N/A
2025-05-13 11:12:48,Sad,N/A
2025-05-13 11:12:52,Sad,N/A
2025-05-13 11:12:56,Happy,N/A
2025-05-13 11:13:01,Happy,N/A
2025-05-13 11:13:05,Happy,N/A
2025-05-13 11:13:09,Sad,N/A
2025-05-13 11:13:13,Angry,N/A
2025-05-13 11:13:17,Happy,N/A
2025-05-13 11:13:21,Surprise,N/A
2025-05-13 11:13:25,Fear,N/A
2025-05-13 11:13:29,Fear,N/A
2025-05-13 11:13:33,Fear,N/A
2025-05-13 11:13:38,Fear,N/A
2025-05-13 11:13:42,Happy,N/A
2025-05-13 11:13:46,Happy,N/A
2025-05-13 11:13:50,Happy,N/A
2025-05-13 11:13:54,Happy,N/A
2025-05-13 11:13:58,Happy,N/A
2025-05-13 11:14:02,Angry,N/A
2025-05-13 11:14:07,Fear,N/A
2025-05-13 11:14:11,Fear,N/A
2025-05-13 11:14:15,Fear,N/A
2025-05-13 11:14:19,Surprise,N/A
2025-05-13 11:14:23,Fear,N/A
2025-05-13 11:14:27,Happy,N/A
2025-05-13 11:14:43,Happy,N/A
2025-05-13 11:14:48,Happy,N/A
2025-05-13 11:14:52,Happy,N/A
2025-05-13 11:14:56,Happy,N/A
2025-05-13 11:15:00,Angry,N/A
2025-05-13 11:15:04,Happy,N/A
2025-05-13 11:15:08,Fear,N/A
2025-05-13 11:15:12,Fear,N/A
2025-05-13 11:15:17,Fear,N/A
2025-05-13 11:15:21,Angry,N/A
2025-05-13 11:15:25,Happy,N/A
2025-05-13 11:15:29,Happy,N/A
