2025-05-18 08:54:39,neutral,N/A
2025-05-18 08:54:39,Uncertain,N/A
2025-05-18 08:54:39,Uncertain,N/A
2025-05-18 08:54:39,Uncertain,N/A
2025-05-18 08:54:39,Uncertain,N/A
2025-05-18 08:54:40,Uncertain,N/A
2025-05-18 08:54:40,Uncertain,N/A
2025-05-18 08:54:41,Uncertain,N/A
2025-05-18 08:54:41,Uncertain,N/A
2025-05-18 08:54:42,Uncertain,N/A
2025-05-18 08:54:42,Uncertain,N/A
2025-05-18 08:54:42,Uncertain,N/A
2025-05-18 08:54:42,Uncertain,N/A
2025-05-18 08:54:43,Uncertain,N/A
2025-05-18 08:54:43,neutral,N/A
2025-05-18 08:54:43,Uncertain,N/A
2025-05-18 08:54:43,Uncertain,N/A
2025-05-18 08:54:43,Uncertain,N/A
2025-05-18 08:54:44,Uncertain,N/A
2025-05-18 08:54:44,Uncertain,N/A
2025-05-18 08:54:44,Uncertain,N/A
2025-05-18 08:54:44,Uncertain,N/A
2025-05-18 08:54:44,Uncertain,N/A
2025-05-18 08:54:45,Uncertain,N/A
2025-05-18 08:54:45,Uncertain,N/A
2025-05-18 08:54:45,Uncertain,N/A
2025-05-18 08:54:45,Uncertain,N/A
2025-05-18 08:54:46,Uncertain,N/A
2025-05-18 08:54:46,Uncertain,N/A
2025-05-18 08:54:46,Uncertain,N/A
2025-05-18 08:54:46,Uncertain,N/A
2025-05-18 08:54:46,Uncertain,N/A
2025-05-18 08:54:47,Uncertain,N/A
2025-05-18 08:54:47,Uncertain,N/A
2025-05-18 08:54:47,Uncertain,N/A
2025-05-18 08:54:47,Uncertain,N/A
2025-05-18 08:54:47,Uncertain,N/A
2025-05-18 08:54:48,Uncertain,N/A
2025-05-18 08:54:48,Uncertain,N/A
2025-05-18 08:54:48,Uncertain,N/A
2025-05-18 08:54:48,Uncertain,N/A
2025-05-18 08:54:48,Uncertain,N/A
2025-05-18 08:54:49,Uncertain,N/A
2025-05-18 08:54:49,Uncertain,N/A
2025-05-18 08:54:49,happy,N/A
2025-05-18 08:54:49,happy,N/A
2025-05-18 08:54:49,happy,N/A
2025-05-18 08:54:50,happy,N/A
2025-05-18 08:54:50,happy,N/A
2025-05-18 08:54:50,happy,N/A
2025-05-18 08:54:50,happy,N/A
2025-05-18 08:54:51,happy,N/A
2025-05-18 08:54:51,happy,N/A
2025-05-18 08:54:51,happy,N/A
2025-05-18 08:54:51,happy,N/A
2025-05-18 08:54:51,happy,N/A
2025-05-18 08:54:52,happy,N/A
2025-05-18 08:54:52,happy,N/A
2025-05-18 08:54:52,happy,N/A
2025-05-18 08:54:52,Uncertain,N/A
2025-05-18 08:54:52,Uncertain,N/A
2025-05-18 08:54:53,Uncertain,N/A
2025-05-18 08:54:53,Uncertain,N/A
2025-05-18 08:54:53,Uncertain,N/A
2025-05-18 08:54:53,Uncertain,N/A
2025-05-18 08:54:54,Uncertain,N/A
2025-05-18 08:54:54,Uncertain,N/A
2025-05-18 08:54:54,Uncertain,N/A
2025-05-18 08:54:54,Uncertain,N/A
2025-05-18 08:54:54,Uncertain,N/A
2025-05-18 08:54:55,Uncertain,N/A
2025-05-18 08:54:55,Uncertain,N/A
2025-05-18 08:54:55,Uncertain,N/A
2025-05-18 08:54:55,Uncertain,N/A
2025-05-18 08:54:56,Uncertain,N/A
2025-05-18 08:54:56,Uncertain,N/A
2025-05-18 08:54:56,Uncertain,N/A
2025-05-18 08:54:56,Uncertain,N/A
2025-05-18 08:54:57,Uncertain,N/A
2025-05-18 08:54:57,Uncertain,N/A
2025-05-18 08:54:57,Uncertain,N/A
2025-05-18 08:54:57,Uncertain,N/A
2025-05-18 08:54:57,Uncertain,N/A
2025-05-18 08:54:58,Uncertain,N/A
2025-05-18 08:54:58,Uncertain,N/A
2025-05-18 08:54:58,Uncertain,N/A
2025-05-18 08:54:58,Uncertain,N/A
2025-05-18 08:54:58,Uncertain,N/A
2025-05-18 08:54:59,Uncertain,N/A
2025-05-18 08:54:59,Uncertain,N/A
2025-05-18 08:54:59,Uncertain,N/A
2025-05-18 08:54:59,Uncertain,N/A
2025-05-18 08:54:59,Uncertain,N/A
2025-05-18 08:55:00,Uncertain,N/A
2025-05-18 08:55:00,Uncertain,N/A
2025-05-18 08:55:00,Uncertain,N/A
2025-05-18 08:55:01,Uncertain,N/A
2025-05-18 08:55:01,Uncertain,N/A
2025-05-18 08:55:01,Uncertain,N/A
2025-05-18 08:55:01,Uncertain,N/A
2025-05-18 08:55:01,Uncertain,N/A
2025-05-18 08:55:02,Uncertain,N/A
2025-05-18 08:55:02,Uncertain,N/A
2025-05-18 08:55:02,Uncertain,N/A
2025-05-18 08:55:02,Uncertain,N/A
2025-05-18 08:55:03,Uncertain,N/A
2025-05-18 08:55:03,Uncertain,N/A
2025-05-18 08:55:04,Uncertain,N/A
2025-05-18 08:55:04,Uncertain,N/A
2025-05-18 08:55:04,Uncertain,N/A
2025-05-18 08:55:05,Uncertain,N/A
2025-05-18 08:55:05,Uncertain,N/A
2025-05-18 08:55:14,neutral,N/A
2025-05-18 08:55:17,Uncertain,N/A
2025-05-18 08:55:17,neutral,N/A
2025-05-18 08:55:17,neutral,N/A
2025-05-18 08:55:18,Uncertain,N/A
2025-05-18 08:55:18,Uncertain,N/A
2025-05-18 08:55:18,Uncertain,N/A
2025-05-18 08:55:18,neutral,N/A
2025-05-18 08:55:18,Uncertain,N/A
2025-05-18 08:55:19,Uncertain,N/A
2025-05-18 08:55:19,Uncertain,N/A
2025-05-18 08:55:19,Uncertain,N/A
2025-05-18 08:55:19,neutral,N/A
2025-05-18 08:55:20,Uncertain,N/A
2025-05-18 08:55:20,angry,N/A
2025-05-18 08:55:20,neutral,N/A
2025-05-18 08:55:20,neutral,N/A
2025-05-18 08:55:20,Uncertain,N/A
2025-05-18 08:55:20,neutral,N/A
2025-05-18 08:55:21,angry,N/A
2025-05-18 08:55:21,sad,N/A
2025-05-18 08:55:22,neutral,N/A
2025-05-18 08:55:22,neutral,N/A
2025-05-18 08:55:23,neutral,N/A
2025-05-18 08:55:23,neutral,N/A
2025-05-18 08:55:23,neutral,N/A
2025-05-18 08:55:23,neutral,N/A
2025-05-18 08:55:23,neutral,N/A
2025-05-18 08:55:24,neutral,N/A
2025-05-18 08:55:24,neutral,N/A
2025-05-18 08:55:24,neutral,N/A
2025-05-18 08:55:24,neutral,N/A
2025-05-18 08:55:24,neutral,N/A
2025-05-18 08:55:25,neutral,N/A
2025-05-18 08:55:25,neutral,N/A
2025-05-18 08:55:25,neutral,N/A
2025-05-18 08:55:25,neutral,N/A
2025-05-18 08:55:25,neutral,N/A
2025-05-18 08:55:26,neutral,N/A
2025-05-18 08:55:26,neutral,N/A
2025-05-18 08:55:26,neutral,N/A
2025-05-18 08:55:26,neutral,N/A
2025-06-12 11:40:18,sad,N/A
2025-06-12 11:40:18,Uncertain,N/A
2025-06-12 11:40:18,sad,N/A
2025-06-12 11:40:18,sad,N/A
2025-06-12 11:40:18,sad,N/A
2025-06-12 11:40:18,sad,N/A
2025-06-12 11:40:18,Uncertain,N/A
2025-06-12 11:40:18,fear,N/A
2025-06-12 11:40:19,Uncertain,N/A
2025-06-12 11:40:19,Uncertain,N/A
2025-06-12 11:40:19,Uncertain,N/A
2025-06-12 11:40:19,sad,N/A
2025-06-12 11:40:19,sad,N/A
2025-06-12 11:40:19,sad,N/A
2025-06-12 11:40:19,sad,N/A
2025-06-12 11:40:19,sad,N/A
2025-06-12 11:40:19,sad,N/A
2025-06-12 11:40:19,sad,N/A
2025-06-12 11:40:19,happy,N/A
2025-06-12 11:40:19,happy,N/A
2025-06-12 11:40:19,happy,N/A
2025-06-12 11:40:20,happy,N/A
2025-06-12 11:40:20,happy,N/A
2025-06-12 11:40:20,happy,N/A
