2025-05-19 13:52:38,Uncertain,N/A
2025-05-19 13:52:38,Uncertain,N/A
2025-05-19 13:52:38,neutral,N/A
2025-05-19 13:52:38,Uncertain,N/A
2025-05-19 13:52:38,neutral,N/A
2025-05-19 13:52:38,neutral,N/A
2025-05-19 13:52:39,Uncertain,N/A
2025-05-19 13:52:39,neutral,N/A
2025-05-19 13:52:39,neutral,N/A
2025-05-19 13:52:39,neutral,N/A
2025-05-19 13:52:39,Uncertain,N/A
2025-05-19 13:52:39,Uncertain,N/A
2025-05-19 13:52:40,Uncertain,N/A
2025-05-19 13:52:40,Uncertain,N/A
2025-05-19 13:52:40,Uncertain,N/A
2025-05-19 13:52:40,neutral,N/A
2025-05-19 13:52:40,neutral,N/A
2025-05-19 13:52:41,Uncertain,N/A
2025-05-19 13:52:41,neutral,N/A
2025-05-19 13:52:41,Uncertain,N/A
2025-05-19 13:52:41,Uncertain,N/A
2025-05-19 13:52:41,Uncertain,N/A
2025-05-19 13:52:42,happy,N/A
2025-05-19 13:52:42,happy,N/A
2025-05-19 13:52:42,happy,N/A
2025-05-19 13:52:42,happy,N/A
2025-05-19 13:52:42,happy,N/A
2025-05-19 13:52:43,Uncertain,N/A
2025-05-19 13:52:43,Uncertain,N/A
2025-05-19 13:52:43,Uncertain,N/A
2025-05-19 13:52:43,Uncertain,N/A
2025-05-19 13:52:43,Uncertain,N/A
2025-05-19 13:52:44,Uncertain,N/A
2025-05-19 13:52:44,neutral,N/A
2025-05-19 13:52:44,neutral,N/A
2025-05-19 13:52:44,Uncertain,N/A
2025-05-19 13:52:44,happy,N/A
2025-05-19 13:52:45,happy,N/A
2025-05-19 13:52:45,happy,N/A
2025-05-19 13:52:45,Uncertain,N/A
2025-05-19 13:52:45,happy,N/A
2025-05-19 13:52:45,happy,N/A
2025-05-19 13:52:45,Uncertain,N/A
2025-05-19 13:52:46,Uncertain,N/A
2025-05-19 13:52:46,Uncertain,N/A
2025-05-19 13:52:46,neutral,N/A
2025-05-19 13:52:46,Uncertain,N/A
2025-05-19 13:52:46,Uncertain,N/A
2025-05-19 13:52:46,neutral,N/A
2025-05-19 13:52:46,neutral,N/A
2025-05-19 13:52:46,Uncertain,N/A
2025-05-19 13:52:47,Uncertain,N/A
2025-05-19 13:52:47,neutral,N/A
2025-05-19 13:52:47,neutral,N/A
2025-05-19 13:52:47,neutral,N/A
2025-05-19 13:52:47,neutral,N/A
2025-05-19 13:52:47,Uncertain,N/A
2025-05-19 13:52:48,Uncertain,N/A
2025-05-19 13:52:48,neutral,N/A
